answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Which is a truly popular financial instrument for customers?,prediction,0.012373361736536026
,,"[{'start': 0, 'end': 0}]",,answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Which is a truly popular financial instrument for customers?,prediction,0.009558703750371933
tax free maturity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 484, 'end': 501}]","ng life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, a",answer,['tax free maturity'],"[{'start': 484, 'end': 501}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,What is the tax benefit of ULIP?,prediction,0.9689913988113403
,,"[{'start': 0, 'end': 0}]",,answer,['tax free maturity'],"[{'start': 484, 'end': 501}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What is the tax benefit of ULIP?,prediction,0.009935114532709122
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 888, 'end': 992}]"," Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nomi",answer,['tax free maturity'],"[{'start': 484, 'end': 501}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What is the tax benefit of ULIP?,prediction,0.03183741867542267
no benefits would be payable,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 269, 'end': 297}]",d terminated upon the occurrence of any of the following and no benefits would be payable. Reaching 55 years of age subject to annual renewal subject ,answer,['tax free maturity'],"[{'start': 484, 'end': 501}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What is the tax benefit of ULIP?,prediction,0.009528563357889652
15%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 597, 'end': 600}]","efit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with",answer,['15%'],"[{'start': 597, 'end': 600}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,How much is ULIP equity funds taxed?,prediction,0.9580197930335999
,,"[{'start': 0, 'end': 0}]",,answer,['15%'],"[{'start': 597, 'end': 600}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,How much is ULIP equity funds taxed?,prediction,0.018481075763702393
giving up the fund completely,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 3, 'end': 32}]","of giving up the fund completely. There can be exit charges involved, if you wish to exit mutual funds. ULIPs provide the option of fund switching for",answer,['15%'],"[{'start': 597, 'end': 600}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,How much is ULIP equity funds taxed?,prediction,0.30629926919937134
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['15%'],"[{'start': 597, 'end': 600}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much is ULIP equity funds taxed?,prediction,0.10925859212875366
2-2.25% p.a.,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 726, 'end': 738}]"," associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutu",answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.6666666666666666,1,Reader,What is the annual charge on ULIPs?,prediction,0.9119252562522888
,,"[{'start': 0, 'end': 0}]",,answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What is the annual charge on ULIPs?,prediction,0.013745170086622238
an annual premium,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1134, 'end': 1151}]","f 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, which will automatically be deducted fr",answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What is the annual charge on ULIPs?,prediction,0.17073440551757812
premium amount,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 657, 'end': 671}]",s bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid,answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What is the annual charge on ULIPs?,prediction,0.20225510001182556
long,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 829, 'end': 833}]","0 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also re",answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.5,1,Reader,Are ULIPs Long or short term investment?,prediction,0.43834438920021057
long term,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 829, 'end': 838}]","years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap",answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.8,2,Reader,Are ULIPs Long or short term investment?,prediction,0.7637961506843567
,,"[{'start': 0, 'end': 0}]",,answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Are ULIPs Long or short term investment?,prediction,0.20389355719089508
a certain period,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 364, 'end': 380}]","sing the overall return. It is required to carry on investment for a certain period in case you have opted for ULIPs, unlike mutual funds. Hence there",answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Are ULIPs Long or short term investment?,prediction,0.03874015435576439
"Aggressive, Balanced, Conservative ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1024}]","s of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is in",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.8571428571428571,1,Reader,What are the types of ULIPs based on investment?,prediction,0.8724660277366638
regulated savings can be ensured by investors,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 742, 'end': 787}]","erm cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What are the types of ULIPs based on investment?,prediction,0.009447045624256134
Type I and Type II ULIP,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1364, 'end': 1387}]","n the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fu",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the types of ULIPs based on investment?,prediction,0.009352284483611584
"Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1207, 'end': 1272}]","able in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the s",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What are the types of ULIPs based on investment?,prediction,0.009289737790822983
80-100%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1045, 'end': 1052}]","ivided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of",answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction,0.2591731548309326
40-60%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1114, 'end': 1120}]",IP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in ,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction,0.9591851234436035
,,"[{'start': 0, 'end': 0}]",,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction,0.01816944032907486
20%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1232, 'end': 1235}]",quity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the de,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction,0.2297961711883545
80-100%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1045, 'end': 1052}]","ivided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of",answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction,0.9624211192131042
,,"[{'start': 0, 'end': 0}]",,answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction,0.015440420247614384
20%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1232, 'end': 1235}]",quity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the de,answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction,0.21271944046020508
"limited liquidity in ULIPs. Not all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings",f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 456, 'end': 759}]"," limited liquidity in ULIPs. Not all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings",answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction,0.3438263535499573
the debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1302, 'end': 1317}]","% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II U",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,Where is a conservative ULIP invested other than equity?,prediction,0.9666706919670105
,,"[{'start': 0, 'end': 0}]",,answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Where is a conservative ULIP invested other than equity?,prediction,0.07893335074186325
mutual funds,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 422, 'end': 434}]","stment for a certain period in case you have opted for ULIPs, unlike mutual funds. Hence there is only limited liquidity in ULIPs. Not all ULIP plans ",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Where is a conservative ULIP invested other than equity?,prediction,0.009946199133992195
Aggressive,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1029, 'end': 1039}]","ment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Where is a conservative ULIP invested other than equity?,prediction,0.00932568684220314
Type II,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1484, 'end': 1491}]","ficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
U",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction,0.9601349830627441
Aggressive ULIP,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1029, 'end': 1044}]","nt ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced UL",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction,0.014892912469804287
,,"[{'start': 0, 'end': 0}]",,answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction,0.009826320223510265
Indian currency,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 881}]"," event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction,0.009682645089924335
ULIP Riders,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1572}]"," ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing po",answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,What is the additional coverage benefits in ULIP called as?,prediction,0.9651815295219421
insurance,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 134, 'end': 143}]", of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools l,answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What is the additional coverage benefits in ULIP called as?,prediction,0.009660818614065647
,,"[{'start': 0, 'end': 0}]",,answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What is the additional coverage benefits in ULIP called as?,prediction,0.009295782074332237
The individual can choose to replicate the nominee details as appearing in the savings bank account or can opt for a new nominee,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1513, 'end': 1641}]", in force. The individual can choose to replicate the nominee details as appearing in the savings bank account or can opt for a new nominee. In the ev,answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What is the additional coverage benefits in ULIP called as?,prediction,0.011428123340010643
"Accidental Death, Critical Illness Rider, Term rider",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 19, 'end': 71}]","riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policy",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,1,Reader,List the types of ULIP riders?,prediction,0.9713114500045776
,,"[{'start': 0, 'end': 0}]",,answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,List the types of ULIP riders?,prediction,0.009580053389072418
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1679}]","the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer c",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,List the types of ULIP riders?,prediction,0.06251288950443268
"Aggressive, Balanced, Conservative ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1024}]","s of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is in",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,List the types of ULIP riders?,prediction,0.011134008876979351
,,"[{'start': 0, 'end': 0}]",,answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction,0.009374403394758701
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction,0.009455027058720589
contacting the respective banks branch,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 710, 'end': 748}]",ly members can claim the insured amount of Rs.2 Lakh by contacting the respective banks branch where the insured person was having a bank account. The,answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction,0.009463691152632236
Term rider,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 222, 'end': 232}]",lder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s,answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,4,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction,0.9653221368789673
15,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 547, 'end': 549}]",covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.6666666666666666,1,Reader,Within how many days is a ULIP premium refundable?,prediction,0.588860809803009
,,"[{'start': 0, 'end': 0}]",,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,Within how many days is a ULIP premium refundable?,prediction,0.011907333508133888
45,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 301, 'end': 303}]"," noted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The me",answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,Within how many days is a ULIP premium refundable?,prediction,0.023135250434279442
"1 September 2018, the Ministry of Finance revised the premium payment structure on a quarterly basis",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1521, 'end': 1621}]","e Paid:
With effect from 1 September 2018, the Ministry of Finance revised the premium payment structure on a quarterly basis depending upon the reque",answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,Within how many days is a ULIP premium refundable?,prediction,0.011906862258911133
,,"[{'start': 0, 'end': 0}]",,answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction,0.011878655292093754
30 days,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 645}]",of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their w,answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,2,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction,0.9578531980514526
over and above that offered by the policy,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1703, 'end': 1744}]",cy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of,answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction,0.01503580529242754
one year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 221, 'end': 229}]","ting from June 1st to May 31st of the subsequent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 ",answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction,0.02598370611667633
,,"[{'start': 0, 'end': 0}]",,answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction,0.059394288808107376
50,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 842, 'end': 844}]",bank accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self,answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction,0.05265698954463005
3 years,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1377, 'end': 1384}]","nsurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender value is paid and the contract is terminated. The fund ",answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.5714285714285715,3,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction,0.6115984916687012
3 years,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1281, 'end': 1288}]"," the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiu",answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.5714285714285715,4,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction,0.6115984916687012
Net Asset Value,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1560, 'end': 1575}]",e total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered up,answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,1,Reader,What is the price of units in a fund called as?,prediction,0.9651921987533569
,,"[{'start': 0, 'end': 0}]",,answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,What is the price of units in a fund called as?,prediction,0.012600992806255817
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,What is the price of units in a fund called as?,prediction,0.009540707804262638
20% of investment amount is put in equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1232, 'end': 1273}]","is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis",answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,What is the price of units in a fund called as?,prediction,0.20834791660308838
