content,document_id,type,gold_document_ids,gold_document_contents,gold_id_match,answer_match,gold_id_or_answer_match,rank,node,query,node_input
"of giving up the fund completely. There can be exit charges involved, if you wish to exit mutual funds. ULIPs provide the option of fund switching for their investors as per their subscribed plans. This option is useful regarding the switching of return rates on their investments and hence increasing the overall return. It is required to carry on investment for a certain period in case you have opted for ULIPs, unlike mutual funds. Hence there is only limited liquidity in ULIPs. Not all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",f9732dd2411b250f2227efc3f40af4ec-2,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,3,Retriever,What is the annual charge on ULIPs?,prediction
"will last till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account. GST is exempted from the Pradhan Mantri Jeevan Jyoti Bima Yojana. It must be noted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing disease is required to open the account. It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period. It must be noted that the premium amount will be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the scheme at any given point in time may also re-enter the scheme in the future by paying the annual premium and submitting a self declaration form of good health.
Amount of Premium to be Paid:
With effect from 1 September 2018, the Ministry of Finance revised the premium payment structure on a quarterly basis depending upon the request date of joining the scheme. The revised premium amount that must paid under the scheme is Month of Enrolment	and Premium to be",86b6adea4b99d7e62c865b8c75353e3a-1,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,4,Retriever,What is the annual charge on ULIPs?,prediction
"PMJJBY

The Pradhan Mantri Jeevan Jyoti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. The scheme was actually launched by the Prime Minister, Mr. Narendra Modi in Kolkata considering the fact that as of the mentioned year (May 2015), only 20% of the country’s population had an insurance policy in their name. The main idea behind the scheme was to increase the number of health insured citizens in the country. Additionally, the bank accounts that were initially opened under the Pradhan Mantri Jan Dhan Yojana will be used for this scheme as well. This was done to reduce the number of accounts under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bima Yojana is a one-year life insurance scheme available for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of the date when the policy was purchased, it",86b6adea4b99d7e62c865b8c75353e3a-0,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,5,Retriever,What is the annual charge on ULIPs?,prediction
"ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of",f9732dd2411b250f2227efc3f40af4ec-0,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",1.0,1.0,1.0,1,Retriever,Are ULIPs Long or short term investment?,prediction
"of giving up the fund completely. There can be exit charges involved, if you wish to exit mutual funds. ULIPs provide the option of fund switching for their investors as per their subscribed plans. This option is useful regarding the switching of return rates on their investments and hence increasing the overall return. It is required to carry on investment for a certain period in case you have opted for ULIPs, unlike mutual funds. Hence there is only limited liquidity in ULIPs. Not all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",f9732dd2411b250f2227efc3f40af4ec-2,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,2,Retriever,Are ULIPs Long or short term investment?,prediction
"riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units. The quantum of units bought depends on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender value is paid and the contract is terminated. The fund value is calculated by multiplying the total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered upon payment of a surrender charge.
There is no option of switching funds when it comes to mutual funds. The only option that the investors are provided with is the option",f9732dd2411b250f2227efc3f40af4ec-1,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,3,Retriever,Are ULIPs Long or short term investment?,prediction
"PMJJBY

The Pradhan Mantri Jeevan Jyoti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. The scheme was actually launched by the Prime Minister, Mr. Narendra Modi in Kolkata considering the fact that as of the mentioned year (May 2015), only 20% of the country’s population had an insurance policy in their name. The main idea behind the scheme was to increase the number of health insured citizens in the country. Additionally, the bank accounts that were initially opened under the Pradhan Mantri Jan Dhan Yojana will be used for this scheme as well. This was done to reduce the number of accounts under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bima Yojana is a one-year life insurance scheme available for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of the date when the policy was purchased, it",86b6adea4b99d7e62c865b8c75353e3a-0,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,4,Retriever,Are ULIPs Long or short term investment?,prediction
" causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st of the subsequent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit before May 31 of subsequent years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the participating banks. The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Government. 
The participating banks are offering application to the scheme through SMS or net banking. The individual needs to submit the form and the Aadhar card.After online registration the individual will receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will process the request with the information available in the savings account. The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account. In case the information is not available then the individual will have to go to the nearest branch to apply for the scheme. In case of failure of the auto-debit transaction, the insurance cover ceases to be in force. The individual can choose to replicate the nominee details as appearing in the savings bank account or can opt for a new nominee. In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",d635e12585c3e386a02b4fb885fdc468-1,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,5,Retriever,Are ULIPs Long or short term investment?,prediction
"ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of",f9732dd2411b250f2227efc3f40af4ec-0,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",1.0,1.0,1.0,1,Retriever,What are the types of ULIPs based on investment?,prediction
"of giving up the fund completely. There can be exit charges involved, if you wish to exit mutual funds. ULIPs provide the option of fund switching for their investors as per their subscribed plans. This option is useful regarding the switching of return rates on their investments and hence increasing the overall return. It is required to carry on investment for a certain period in case you have opted for ULIPs, unlike mutual funds. Hence there is only limited liquidity in ULIPs. Not all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",f9732dd2411b250f2227efc3f40af4ec-2,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,2,Retriever,What are the types of ULIPs based on investment?,prediction
"riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units. The quantum of units bought depends on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender value is paid and the contract is terminated. The fund value is calculated by multiplying the total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered upon payment of a surrender charge.
There is no option of switching funds when it comes to mutual funds. The only option that the investors are provided with is the option",f9732dd2411b250f2227efc3f40af4ec-1,document,['f9732dd2411b250f2227efc3f40af4ec-0'],"['ULIP\n\nULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.\nTypes of ULIPs:\nOn basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.\nOn basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.\nULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of']",0.0,0.0,0.0,3,Retriever,What are the types of ULIPs based on investment?,prediction
