answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input
A mortality charge,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1163, 'end': 1181}]",sually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover the cost of insurance. If you fail to,answer,['15%'],"[{'start': 597, 'end': 600}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much is ULIP equity funds taxed?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What is the annual charge on ULIPs?,prediction
2-2.25%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 726, 'end': 733}]","ges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of m",answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,What is the annual charge on ULIPs?,prediction
premium,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1411, 'end': 1418}]","in time may also re-enter the scheme in the future by paying the annual premium and submitting a self declaration form of good health.
Amount of Premi",answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What is the annual charge on ULIPs?,prediction
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['2-2.25%'],"[{'start': 726, 'end': 733}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What is the annual charge on ULIPs?,prediction
long term,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 829, 'end': 838}]","years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap",answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.8,1,Reader,Are ULIPs Long or short term investment?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Are ULIPs Long or short term investment?,prediction
term,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 640, 'end': 644}]","LIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a constant cover for almost 20 years. The investmen",answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.5,3,Reader,Are ULIPs Long or short term investment?,prediction
term,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1290, 'end': 1294}]",om the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the ,answer,['long term investment'],"[{'start': 829, 'end': 849}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.5,4,Reader,Are ULIPs Long or short term investment?,prediction
"Aggressive, Balanced, Conservative ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1024}]","s of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is in",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.8571428571428571,1,Reader,What are the types of ULIPs based on investment?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What are the types of ULIPs based on investment?,prediction
Type I and Type II,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1364, 'end': 1382}]"," in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the ",answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the types of ULIPs based on investment?,prediction
premium allocation charge and a mortality charge,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1113, 'end': 1161}]",s on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover th,answer,"['Aggressive, Balanced, Conservative']","[{'start': 985, 'end': 1019}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What are the types of ULIPs based on investment?,prediction
40-60%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1114, 'end': 1120}]",IP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in ,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction
Rs 5 lakh,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 589, 'end': 598}]","ant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a ",answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction
20%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1232, 'end': 1235}]",quity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the de,answer,['40-60%'],"[{'start': 1114, 'end': 1120}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much percentage of invested sum is invested in equity in Balanced ULIP?,prediction
80-100%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1045, 'end': 1052}]","ivided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of",answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction
20%,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1232, 'end': 1235}]",quity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the de,answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction
Rs 5 lakh,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 589, 'end': 598}]","ant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a ",answer,['80-100%'],"[{'start': 1045, 'end': 1052}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,How much percentage of invested sum is invested in equity in aggressive ULIP?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Where is a conservative ULIP invested other than equity?,prediction
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1306, 'end': 1317}]","of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULI",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,Where is a conservative ULIP invested other than equity?,prediction
Aggressive,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 995}]"," returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investmen",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Where is a conservative ULIP invested other than equity?,prediction
Rs 5 lakh,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 589, 'end': 598}]","ant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a ",answer,['debt market'],"[{'start': 1306, 'end': 1317}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Where is a conservative ULIP invested other than equity?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction
Type II,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1484, 'end': 1491}]","ficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
U",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction
"Aggressive, Balanced, Conservative",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1019}]","pes of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is ",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction
type II,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 558, 'end': 565}]","t all ULIP plans provide a constant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go fo",answer,['Type II'],"[{'start': 1484, 'end': 1491}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,4,Reader,In which type of ULIP does a beneficiary gets both the sum assured and fund value?,prediction
ULIP Riders,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1572}]"," ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing po",answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,What is the additional coverage benefits in ULIP called as?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What is the additional coverage benefits in ULIP called as?,prediction
tax free maturity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 484, 'end': 501}]","ng life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, a",answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What is the additional coverage benefits in ULIP called as?,prediction
Rs.330,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 35, 'end': 41}]","Paid are for June, July, August is Rs.330, for September, October, November is Rs. 258, for December, January, February is Rs. 172, for March, April, ",answer,['ULIP Riders'],"[{'start': 1561, 'end': 1572}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What is the additional coverage benefits in ULIP called as?,prediction
"Accidental Death, Critical Illness Rider, Term rider",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 19, 'end': 71}]","riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policy",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,1,Reader,List the types of ULIP riders?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,List the types of ULIP riders?,prediction
"Aggressive, Balanced, Conservative",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1019}]","pes of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is ",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,List the types of ULIP riders?,prediction
Type I and Type II,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1364, 'end': 1382}]"," in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the ",answer,"['Accidental Death, Critical Illness Rider, Term rider']","[{'start': 19, 'end': 71}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,List the types of ULIP riders?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction
Term rider,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 222, 'end': 232}]",lder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s,answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,3,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction
the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1475, 'end': 1558}]","h of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically m",answer,['Term rider'],"[{'start': 222, 'end': 232}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,Which ULIP rider provides a montly income on policyholder's death?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,Within how many days is a ULIP premium refundable?,prediction
15,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 547, 'end': 549}]",covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.6666666666666666,2,Reader,Within how many days is a ULIP premium refundable?,prediction
31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 704, 'end': 710}]",in/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts.,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,Within how many days is a ULIP premium refundable?,prediction
30,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 640}]",t of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their,answer,['15 days'],"[{'start': 547, 'end': 554}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,Within how many days is a ULIP premium refundable?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction
30,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 640}]",t of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their,answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.6666666666666666,2,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction
"258, for December, January, February is Rs. 172, for March, April, May is Rs. 86",86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 83, 'end': 163}]","eptember, October, November is Rs. 258, for December, January, February is Rs. 172, for March, April, May is Rs. 86. The life insurance policy will be",answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,3,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction
20 years,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 694, 'end': 702}]","ase you go for a term cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensure",answer,['30 days'],"[{'start': 638, 'end': 645}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,How many days are offered as free lock in periods by ULIP insurance companies?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction
3,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1281, 'end': 1282}]","ver the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For pre",answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.33333333333333337,2,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction
10 years,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 755, 'end': 763}]"," has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long ",answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.28571428571428575,3,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction
50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 842, 'end': 850}]",k accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self de,answer,['first 3 years of the policy'],"[{'start': 1275, 'end': 1302}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.28571428571428575,4,Reader,Within how many years should ULIP premium be paid to avoid discontinuation?,prediction
,,"[{'start': 0, 'end': 0}]",,answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,1,Reader,What is the price of units in a fund called as?,prediction
"Aggressive, Balanced, Conservative ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1024}]","s of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is in",answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,2,Reader,What is the price of units in a fund called as?,prediction
Net Asset Value,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1560, 'end': 1575}]",e total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered up,answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],1.0,1.0,3,Reader,What is the price of units in a fund called as?,prediction
Rs 5 lakh,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 589, 'end': 598}]","ant life cover, ULIP cover if it is not type II ULIP, is fund value or Rs 5 lakh ,whichever is high. In case you go for a term cover, there will be a ",answer,['Net Asset Value'],"[{'start': 1560, 'end': 1575}]",['f9732dd2411b250f2227efc3f40af4ec-1'],0.0,0.0,4,Reader,What is the price of units in a fund called as?,prediction
